Southwestern Okla.,8744,"Weatherford,  OK",-98.707034,35.526080,508
Spalding,23260,"Louisville,  KY",-85.766404,38.254860,140
Spelman,26973,"Atlanta,  GA",-84.391109,33.748315,322
Springfield,673,"Springfield,  MA",-72.589294,42.101250,26
St. Andrews,592,"Laurinburg,  NC",-79.463368,34.774342,71
St. Anselm,593,"Manchester,  NH",-71.463089,42.991175,69
St. Augustines,594,"Raleigh,  NC",-78.642669,35.785510,97
St. Benedict,595,"St. Joseph,  MN",-94.318894,45.569185,330
St. Bonaventure,596,"St. Bonaventure,  NY",-78.480526,42.081497,439
St. Catherine,597,"St. Paul,  MN",-93.093326,44.943829,243
St. Cloud St.,598,"St. Cloud,  MN",-94.197519,45.565860,320
St. Edwards,1334,"Austin,  TX",-97.742984,30.267605,159
St. Elizabeth,9684,"Morristown,  NJ",-74.477132,40.793011,118
St. Francis (NY),599,"Brooklyn Heights,  NY",-73.994133,40.695122,36
St. Francis (PA),600,"Loretto,  PA",-78.637030,40.508857,622
St. John Fisher,601,"Rochester,  NY",-77.616033,43.155500,159
St. Johns (MN),602,"Collegeville,  MN",-94.367867,45.592651,345
St. Johns (NY),603,"Queens,  NY",-73.829959,40.713985,21
St. Joseph (CT),8687,"West Hartford,  CT",-72.744429,41.758770,43
St. Josephs,606,"Philadelphia,  PA",-75.162454,39.952280,43
St. Josephs (Brkln),30072,"Brooklyn,  NY",-73.990364,40.692455,74
St. Josephs (IN),604,"Rensselaer,  IN",-87.150354,40.936125,204
St. Josephs (L.I.),1340,"Patchogue,  NY",-73.011186,40.762203,7
St. Josephs (ME),605,"Standish,  ME",-70.540956,43.730568,107
St. Lawrence,607,"Canton,  NY",-75.169829,44.599945,128
St. Leo,608,"Saint Leo,  FL",-82.259524,28.335610,65
St. Louis,609,"St. Louis,  MO",-90.199514,38.627740,149
St. Martins,1343,"Lacey,  WA",-122.823239,47.044405,60
St. Marys (CA),610,"Moraga,  CA",-122.127284,37.853475,177
St. Marys (IN),8688,"Notre Dame,  IN",-86.239189,41.700748,227
St. Marys (MD),611,"St. Mary's City,  MD",-89.949693,37.879566,113
St. Marys (MN),612,"Winona,  MN",-91.638594,44.051295,203
St. Marys (TX),1346,"San Antonio,  TX",-98.494619,29.424490,214
St. Michaels,613,"Colchester,  VT",-73.208924,44.536400,56
St. Norbert,614,"De Pere,  WI",-88.059874,44.448955,187
St. Olaf,615,"Northfield,  MN",-93.153759,44.449600,293
St. Pauls,616,"Lawrenceville,  VA",-77.845048,36.761678,59
St. Peters,617,"Jersey City,  NJ",-74.043234,40.717400,7
St. Rose,1347,"Albany,  NY",-73.755254,42.651445,41
St. Scholastica,618,"Duluth,  MN",-92.099849,46.787965,211
St. Thomas (MN),620,"St. Paul,  MN",-93.093326,44.943829,243
St. Thomas Aquinas,1348,"Sparkill,  NY",-73.926533,41.026008,25
St. Vincent,30064,"Latrobe,  PA",-79.384944,40.316645,309
Stanford,674,"Stanford,  CA",-122.168924,37.431370,22
Staten Island,675,"Staten Island,  NY",-74.075283,40.642440,
Stephen F. Austin,676,"Nacogdoches,  TX",-94.655620,31.603587,98
Stephens,2756,"Columbia,  MO",-92.334157,38.952174,220
Stetson,678,"DeLand,  FL",-81.305444,29.027620,18
Stevens Institute,679,"Hoboken,  NJ",-74.030969,40.737165,12
Stevenson,21852,"Stevenson,  MD",-76.713213,39.410444,101
Stillman,680,"Tuscaloosa,  AL",-87.566214,33.210435,69
Stonehill,682,"Easton,  MA",-71.088847,42.074730,66
Stony Brook,683,"Stony Brook,  NY",-73.129583,40.919163,34
Suffolk,684,"Boston,  MA",-71.056699,42.358635,12
Sul Ross St.,1390,"Alpine,  TX",-103.664519,30.358618,1366
SUNY Cortland,168,"Cortland,  NY",-76.174824,42.603495,339
SUNY Geneseo,247,"Geneseo,  NY",-77.816160,42.793381,243
SUNY Maritime,478,"Throggs Neck,  NY",-73.820126,40.822422,13
SUNY Potsdam,552,"Potsdam,  NY",-74.985889,44.669865,123
SUNYIT,9500,"Utica,  NY",-75.242762,43.095808,154
Susquehanna,685,"Selinsgrove,  PA",-76.861842,40.799865,138
Swarthmore,686,"Swarthmore,  PA",-75.347944,39.900880,45
Sweet Briar,687,"Sweet Briar,  VA",-79.065086,37.558048,208
Syracuse,688,"Syracuse,  NY",-76.147389,43.049990,124
Tampa,689,"Tampa,  FL",-82.459269,27.946530,41
Tarleton St.,1395,"Stephenville,  TX",-98.201954,32.220320,393
TCNJ,712,"Ewing,  NJ",-74.800613,40.269791,55
TCU,698,"Fort Worth,  TX",-97.329389,32.748855,197
Temple,690,"Philadelphia,  PA",-75.162454,39.952280,43
Tennessee,694,"Knoxville,  TN",-83.920914,35.960495,283
Tennessee St.,691,"Nashville,  TN",-86.778365,36.167783,136
Tennessee Tech,692,"Cookeville,  TN",-85.499804,36.161930,342
Tex. A&M Intl,30090,"Laredo,  TX",-99.502009,27.530920,128
Tex. A&M-Commerce,199,"Commerce,  TX",-95.898194,33.250440,176
Tex. A&M-Kingsville,696,"Kingsville,  TX",-97.855429,27.515735,20
Tex. Permian Basin,30088,"Odessa,  TX",-102.375189,31.849150,889
Tex.-Pan American,536,"Edinburg,  TX",-98.160699,26.301160,34
Texas,703,"Austin,  TX",-97.742984,30.267605,159
Texas A&M,697,"College Station,  TX",-96.325904,30.620545,97
Texas Lutheran,1400,"Seguin,  TX",-97.964649,29.569270,166
Texas Southern,699,"Houston,  TX",-95.369784,29.760450,11
Texas St.,670,"San Marcos,  TX",-97.930779,29.885099,180
Texas Tech,700,"Lubbock,  TX",-101.845009,33.584510,975
Texas Wesleyan,1401,"Fort Worth,  TX",-97.329389,32.748855,197
Texas Womans,701,"Denton,  TX",-97.130984,33.216565,194
Texas-Arlington,702,"Arlington,  TX",-97.107719,32.735600,190
Texas-Dallas,23121,"Richardson,  TX",-96.732969,32.960745,202
Texas-Tyler,30028,"Tyler,  TX",-95.294299,32.347475,168
Thiel,707,"Greenville,  PA",-80.388029,41.405405,297
Thomas (ME),2758,"Waterville,  ME",-69.631349,44.552795,33
Thomas More,1402,"Crestview Hills,  KY",-84.573293,39.024920,262
Tiffin,1403,"Tiffin,  OH",-83.176669,41.115224,230
Toledo,709,"Toledo,  OH",-83.536259,41.653810,186
Towson,711,"Towson,  MD",-76.605364,39.399935,142
Transylvania,28749,"Lexington,  KY",-84.500319,38.048595,297
Trine,30037,"Angola,  IN",-84.998599,41.634874,321
Trinity (CT),713,"Hartford,  CT",-72.674069,41.763325,36
Trinity (DC),23413,"Washington,  DC",-77.031959,38.890370,13
Trinity (TX),715,"San Antonio,  TX",-98.494619,29.424490,214
Troy,716,"Troy,  AL",-85.972173,31.809675,166
Truman,499,"Kirksville,  MO",-92.571994,40.194260,294
Tufts,717,"Medford,  MA",-71.108759,42.419815,10
Tulane,718,"New Orleans,  LA",-90.077749,29.953700,15
Tulsa,719,"Tulsa,  OK",-95.993334,36.149745,240
Tusculum,12830,"Greeneville,  TN",-82.831154,36.162720,465
Tuskegee,720,"Tuskegee,  AL",-85.689779,32.424055,144
U New England,1255,"Biddeford,  ME",-70.456891,43.493767,22
UAB,9,"Birmingham,  AL",-86.811504,33.520295,189
UALR,32,"Little Rock,  AR",-92.274494,34.748655,96
UC Davis,108,"Davis,  CA",-121.744576,38.546699,16
UC Irvine,109,"Irvine,  CA",-117.825348,33.686887,19
UC Riverside,111,"Riverside,  CA",-117.373879,33.981630,264
UC San Diego,112,"La Jolla,  CA",-117.272276,32.842592,39
UC Santa Barbara,104,"Santa Barbara,  CA",-119.698869,34.419255,17
UC Santa Cruz,113,"Santa Cruz,  CA",-122.030954,36.974025,11
UC-Colo. Springs,9754,"Colorado Springs,  CO",-104.821814,38.833450,1837
UCF,128,"Orlando,  FL",-81.377389,28.538235,38
UCLA,110,"Los Angeles,  CA",-118.245319,34.053490,98
UMBC,391,"Baltimore,  MD",-76.609264,39.290585,9
UMKC,2707,"Kansas City,  MO",-94.583062,39.102960,279
UNC Asheville,456,"Asheville,  NC",-82.553144,35.598460,661
UNC Greensboro,459,"Greensboro,  NC",-79.794704,36.068994,249
UNC Pembroke,537,"Pembroke,  NC",-79.193043,34.679251,50
UNC Wilmington,460,"Wilmington,  NC",-77.945992,34.234970,14
UNI,504,"Cedar Falls,  IA",-92.445554,42.528145,268
Union (NY),727,"Schenectady,  NY",-73.941026,42.812260,78
UNLV,465,"Las Vegas,  NV",-115.139974,36.171915,616
Upper Iowa,728,"Fayette,  IA",-91.801509,42.842075,308
Ursinus,730,"Collegeville,  PA",-75.452535,40.186967,53
USP,28594,"Philadelphia,  PA",-75.162454,39.952280,43
UT Martin,695,"Martin,  TN",-88.850530,36.342634,127
Utah,732,"Salt Lake City,  UT",-111.888229,40.759505,1311
Utah St.,731,"Logan,  UT",-111.834849,41.736185,1380
Utah Valley,30024,"Orem,  UT",-111.695419,40.298060,1461
UTEP,704,"El Paso,  TX",-106.487494,31.759165,1133
Utica,733,"Utica,  NY",-75.242762,43.095808,154
UTSA,706,"San Antonio,  TX",-98.494619,29.424490,214
Va. Wesleyan,745,"Norfolk,  VA",-76.285069,36.846825,5
Valdosta St.,734,"Valdosta,  GA",-83.280929,30.834729,67
Valparaiso,735,"Valparaiso,  IN",-87.061629,41.467756,239
Vanderbilt,736,"Nashville,  TN",-86.778365,36.167783,136
Vassar,737,"Poughkeepsie,  NY",-73.929374,41.706715,55
VCU,740,"Richmond,  VA",-77.433654,37.540700,58
Vermont,738,"Burlington,  VT",-73.213234,44.475920,65
Villanova,739,"Villanova,  PA",-75.349030,40.031761,136
Virginia,746,"Charlottesville,  VA",-78.477529,38.032130,149
Virginia St.,743,"Petersburg,  VA",-77.403479,37.228155,23
Virginia Tech,742,"Blacksburg,  VA",-80.410584,37.226263,643
Virginia Union,744,"Richmond,  VA",-77.433654,37.540700,58
VMI,741,"Lexington,  VA",-79.441469,37.785485,305
Wabash,747,"Crawfordsville,  IN",-86.901379,40.042285,233
Wagner,748,"Staten Island,  NY",-74.075283,40.642440,
Wake Forest,749,"Winston-Salem,  NC",-80.241094,36.099625,279
Wartburg,750,"Waverly,  IA",-92.476269,42.725715,284
Wash. & Jeff.,751,"Washington,  PA",-80.246479,40.167525,335
Wash. & Lee,752,"Lexington,  VA",-79.441469,37.785485,305
Washburn,2814,"Topeka,  KS",-95.671184,39.049285,281
Washington,756,"Seattle,  WA",-122.329439,47.603560,40
Washington Adventist,1029,"Takoma Park,  MD",-77.009879,38.981265,71
Washington Col.,753,"Chestertown,  MD",-76.065992,39.212228,10
Washington St.,754,"Pullman,  WA",-117.181494,46.730155,715
Washington-St. Louis,755,"St. Louis,  MO",-90.199514,38.627740,149
Wayne St. (MI),757,"Detroit,  MI",-83.047924,42.331685,192
Wayne St. (NE),1433,"Wayne,  NE",-97.017809,42.230830,439
Waynesburg,1434,"Waynesburg,  PA",-80.185769,39.896456,310
Weber St.,758,"Ogden,  UT",-111.970459,41.222365,1322
Webster,759,"St. Louis,  MO",-90.199514,38.627740,149
Wellesley,760,"Wellesley,  MA",-71.289744,42.297760,46
Wells,761,"Aurora,  NY",-76.702929,42.757710,135
Wentworth Inst.,762,"Boston,  MA",-71.056699,42.358635,12
Wesley,763,"Dover,  DE",-75.524734,39.158035,12
Wesleyan (CT),764,"Middletown,  CT",-72.649839,41.562660,14
Wesleyan (GA),14718,"Macon,  GA",-83.627579,32.839685,101
West Ala.,358,"Livingston,  AL",-88.186874,32.583785,45
West Chester,765,"West Chester,  PA",-75.598484,39.963510,131
West Fla.,11740,"Pensacola,  FL",-87.217239,30.420845,24
West Ga.,766,"Carrollton,  GA",-85.078441,33.580994,334
West Liberty,1438,"West Liberty,  WV",-80.587836,40.169005,364
West Tex. A&M,767,"Canyon,  TX",-101.936274,34.985605,1080
West Va. Tech,14901,"Montgomery,  WV",-81.328779,38.180655,190
West Va. Wesleyan,9630,"Buckhannon,  WV",-80.231740,38.993259,438
West Virginia,768,"Morgantown,  WV",-79.957849,39.630375,267
West Virginia St.,1439,"Institute,  WV",-81.765984,38.383179,193
Western Caro.,769,"Cullowhee,  NC",-83.187819,35.307740,641
Western Conn. St.,770,"Danbury,  CT",-73.453592,41.392682,125
Western Ill.,771,"Macomb,  IL",-90.669479,40.459895,215
Western Ky.,772,"Bowling Green,  KY",-86.445584,36.994625,151
Western Mich.,774,"Kalamazoo,  MI",-85.601114,42.292435,257
Western N.M.,1445,"Silver City,  NM",-108.275004,32.769975,1801
Western New Eng.,775,"Springfield,  MA",-72.589294,42.101250,26
Western Ore.,1446,"Monmouth,  OR",-123.236254,44.848560,64
Western St.,2759,"Gunnison,  CO",-106.926856,38.544950,2356
Western Wash.,1448,"Bellingham,  WA",-122.471219,48.752350,20
Westfield St.,777,"Westfield,  MA",-72.754675,42.120177,49
Westminster (MO),1450,"Fulton,  MO",-91.947068,38.846975,234
Westminster (PA),1451,"New Wilmington,  PA",-80.333499,41.122470,314
Wheaton (IL),778,"Wheaton,  IL",-88.110629,41.866060,234
Wheaton (MA),779,"Norton,  MA",-71.178569,41.971419,55
Wheeling Jesuit,12799,"Wheeling,  WV",-80.721424,40.063965,211
Wheelock,8896,"Boston,  MA",-71.056699,42.358635,12
Whitman,780,"Walla Walla,  WA",-118.342369,46.070380,288
Whittier,781,"Whittier,  CA",-118.034424,33.975420,105
Whitworth,1454,"Spokane,  WA",-117.412279,47.657260,580
Wichita St.,782,"Wichita,  KS",-97.335579,37.686980,410
Widener,783,"Chester,  PA",-75.359439,39.848445,7
Wilkes,784,"Wilkes-Barre,  PA",-75.877334,41.242600,168
Willamette,785,"Salem,  OR",-123.043814,44.933260,57
William & Mary,786,"Williamsburg,  VA",-76.709724,37.275609,28
William Penn,788,"Oskaloosa,  IA",-92.645085,41.296855,256
William Smith,30073,"Geneva,  NY",-76.982094,42.866420,142
Williams,789,"Williamstown,  MA",-73.204459,42.710095,213
Wilmington (DE),1460,"New Castle,  DE",-75.563939,39.659770,9
Wilmington (OH),1461,"Wilmington,  OH",-83.828369,39.447111,312
Wilson,12973,"Chambersburg,  PA",-77.660754,39.937430,191
Wingate,1462,"Wingate,  NC",-80.449959,34.982540,173
Winona St.,790,"Winona,  MN",-91.638594,44.051295,203
Winston-Salem,791,"Winston-Salem,  NC",-80.241094,36.099625,279
Winthrop,792,"Rock Hill,  SC",-81.026679,34.924025,208
Wis. Lutheran,8911,"Milwaukee,  WI",-87.906844,43.041810,198
Wis.-Eau Claire,793,"Eau Claire,  WI",-91.501238,44.816512,254
Wis.-La Crosse,795,"La Crosse,  WI",-91.251919,43.812625,206
Wis.-Oshkosh,798,"Oshkosh,  WI",-88.544434,44.024910,236
Wis.-Parkside,799,"Kenosha,  WI",-87.823654,42.588075,182
Wis.-Platteville,800,"Platteville,  WI",-90.480134,42.734930,310
Wis.-River Falls,801,"River Falls,  WI",-92.628209,44.854180,272
Wis.-Stevens Point,802,"Stevens Point,  WI",-89.574789,44.523905,333
Wis.-Stout,803,"Menomonie,  WI",-91.929559,44.880500,250
Wis.-Superior,804,"Superior,  WI",-92.103949,46.721310,193
Wis.-Whitewater,805,"Whitewater,  WI",-88.738124,42.835000,257
Wisconsin,796,"Madison,  WI",-89.386694,43.072950,282
Wittenberg,806,"Springfield,  OH",-83.806734,39.925020,286
Wm. Paterson,787,"Wayne,  NJ",-74.227959,40.930853,69
Wofford,2915,"Spartanburg,  SC",-81.934869,34.948255,240
Wooster,807,"Wooster,  OH",-81.934379,40.805660,317
Worcester St.,809,"Worcester,  MA",-71.802189,42.263415,156
WPI,808,"Worcester,  MA",-71.802189,42.263415,156
Wright St.,810,"Dayton,  OH",-84.194439,39.759110,233
Wyoming,811,"Laramie,  WY",-105.590324,41.310808,2189
Xavier,812,"Cincinnati,  OH",-84.504552,39.106614,179
Yale,813,"New Haven,  CT",-72.924979,41.307130,19
Yeshiva,814,"New York,  NY",-74.007124,40.714550,45
York (NY),2730,"Jamaica,  NY",-73.808420,40.701782,22
York (PA),815,"York,  PA",-76.724289,39.964535,127
Youngstown St.,817,"Youngstown,  OH",-80.650789,41.098100,272
